interval 0.042772   current 14668.827097   old_charge 363074334   old_soc 99.999985   new_charge 13455515   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 363087509   old_soc 99.999985   new_charge 13457041   new_soc 99.999999
interval 0.086382   current 14668.827097   old_charge 363089042   old_soc 99.999985   new_charge 13483651   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 363115650   old_soc 99.999985   new_charge 13485165   new_soc 99.999999
interval 0.012028   current 14668.827097   old_charge 363117172   old_soc 99.999985   new_charge 13488869   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 363120877   old_soc 99.999985   new_charge 13490395   new_soc 99.999999
interval 0.285212   current 14668.827097   old_charge 363122410   old_soc 99.999985   new_charge 13578253   new_soc 99.999999
interval 0.005086   current 14668.827097   old_charge 363210264   old_soc 99.999985   new_charge 13579818   new_soc 99.999999
interval 1.720346   current 14668.827097   old_charge 363211830   old_soc 99.999985   new_charge 14109763   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 363741746   old_soc 99.999985   new_charge 14111278   new_soc 99.999999
interval 0.011808   current 14668.827097   old_charge 363743269   old_soc 99.999985   new_charge 14114919   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 363746906   old_soc 99.999985   new_charge 14116446   new_soc 99.999999
interval 1.090424   current 14668.827097   old_charge 363748439   old_soc 99.999985   new_charge 14452346   new_soc 99.999999
interval 0.005086   current 14668.827097   old_charge 364084321   old_soc 99.999985   new_charge 14453911   new_soc 99.999999
interval 0.984866   current 14668.827097   old_charge 364085887   old_soc 99.999985   new_charge 14757295   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 364389254   old_soc 99.999985   new_charge 14758812   new_soc 99.999999
interval 0.011808   current 14668.827097   old_charge 364390777   old_soc 99.999985   new_charge 14762451   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 364394414   old_soc 99.999985   new_charge 14763980   new_soc 99.999999
interval 1.655132   current 14668.827097   old_charge 364395946   old_soc 99.999985   new_charge 15273836   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 364905775   old_soc 99.999985   new_charge 15275354   new_soc 99.999999
interval 0.012028   current 14668.827097   old_charge 364907297   old_soc 99.999985   new_charge 15279058   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 364911002   old_soc 99.999985   new_charge 15280587   new_soc 99.999999
interval 1.121746   current 14668.827097   old_charge 364912535   old_soc 99.999985   new_charge 15626136   new_soc 99.999999
interval 0.005086   current 14668.827097   old_charge 365258065   old_soc 99.999985   new_charge 15627701   new_soc 99.999999
interval 0.207962   current 14668.827097   old_charge 365259631   old_soc 99.999985   new_charge 15691763   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365323690   old_soc 99.999985   new_charge 15693328   new_soc 99.999999
interval 0.111530   current 14668.827097   old_charge 365325253   old_soc 99.999985   new_charge 15727684   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365359608   old_soc 99.999985   new_charge 15729248   new_soc 99.999999
interval 0.026804   current 14668.827097   old_charge 365361171   old_soc 99.999985   new_charge 15737505   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 365369428   old_soc 99.999985   new_charge 15739023   new_soc 99.999999
interval 0.006328   current 14668.827097   old_charge 365370950   old_soc 99.999985   new_charge 15740972   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365372899   old_soc 99.999985   new_charge 15742537   new_soc 99.999999
interval 0.080404   current 14668.827097   old_charge 365374463   old_soc 99.999985   new_charge 15767305   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365399229   old_soc 99.999985   new_charge 15768869   new_soc 99.999999
interval 0.190180   current 14668.827097   old_charge 365400793   old_soc 99.999985   new_charge 15827454   new_soc 99.999999
interval 0.005086   current 14668.827097   old_charge 365459374   old_soc 99.999985   new_charge 15829020   new_soc 99.999999
interval 0.145012   current 14668.827097   old_charge 365460940   old_soc 99.999985   new_charge 15873690   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365505608   old_soc 99.999985   new_charge 15875254   new_soc 99.999999
interval 0.049016   current 14668.827097   old_charge 365507172   old_soc 99.999985   new_charge 15890354   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365522270   old_soc 99.999985   new_charge 15891918   new_soc 99.999999
interval 0.427696   current 14668.827097   old_charge 365523834   old_soc 99.999985   new_charge 16023668   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365655576   old_soc 99.999985   new_charge 16025232   new_soc 99.999999
interval 0.084044   current 14668.827097   old_charge 365657140   old_soc 99.999985   new_charge 16051121   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365683028   old_soc 99.999985   new_charge 16052685   new_soc 99.999999
interval 0.043368   current 14668.827097   old_charge 365684592   old_soc 99.999985   new_charge 16066045   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365697950   old_soc 99.999985   new_charge 16067609   new_soc 99.999999
interval 0.060692   current 14668.827097   old_charge 365699514   old_soc 99.999985   new_charge 16086305   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 365718209   old_soc 99.999985   new_charge 16087824   new_soc 99.999999
interval 0.011822   current 14668.827097   old_charge 365719731   old_soc 99.999985   new_charge 16091466   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365723372   old_soc 99.999985   new_charge 16093030   new_soc 99.999999
interval 0.028748   current 14668.827097   old_charge 365724936   old_soc 99.999985   new_charge 16101886   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365733791   old_soc 99.999985   new_charge 16103451   new_soc 99.999999
interval 0.028812   current 14668.827097   old_charge 365735355   old_soc 99.999985   new_charge 16112327   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365744230   old_soc 99.999985   new_charge 16113891   new_soc 99.999999
interval 0.033974   current 14668.827097   old_charge 365745793   old_soc 99.999985   new_charge 16124357   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365756258   old_soc 99.999985   new_charge 16125921   new_soc 99.999999
interval 0.050956   current 14668.827097   old_charge 365757822   old_soc 99.999985   new_charge 16141617   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365773518   old_soc 99.999985   new_charge 16143182   new_soc 99.999999
interval 0.042598   current 14668.827097   old_charge 365775081   old_soc 99.999985   new_charge 16156303   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365788203   old_soc 99.999985   new_charge 16157868   new_soc 99.999999
interval 0.083132   current 14668.827097   old_charge 365789766   old_soc 99.999985   new_charge 16183476   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365815373   old_soc 99.999985   new_charge 16185040   new_soc 99.999999
interval 0.069792   current 14668.827097   old_charge 365816937   old_soc 99.999985   new_charge 16206540   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 365838435   old_soc 99.999985   new_charge 16208059   new_soc 99.999999
interval 0.009446   current 14668.827097   old_charge 365839957   old_soc 99.999985   new_charge 16210968   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365842867   old_soc 99.999985   new_charge 16212532   new_soc 99.999999
interval 0.007558   current 14668.827097   old_charge 365844430   old_soc 99.999985   new_charge 16214862   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 365846758   old_soc 99.999985   new_charge 16216426   new_soc 99.999999
interval 1.496390   current 14668.827097   old_charge 365848322   old_soc 99.999985   new_charge 16677382   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 366309253   old_soc 99.999985   new_charge 16678903   new_soc 99.999999
interval 0.012052   current 14668.827097   old_charge 366310775   old_soc 99.999985   new_charge 16682616   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 366314487   old_soc 99.999985   new_charge 16684137   new_soc 99.999999
interval 0.008784   current 14668.827097   old_charge 366316010   old_soc 99.999985   new_charge 16686843   new_soc 99.999999
interval 0.004976   current 14668.827097   old_charge 366318715   old_soc 99.999985   new_charge 16688374   new_soc 99.999999
interval 1.399856   current 14668.827097   old_charge 366320248   old_soc 99.999985   new_charge 17119593   new_soc 99.999999
interval 0.005086   current 14668.827097   old_charge 366751444   old_soc 99.999985   new_charge 17121160   new_soc 99.999999
interval 0.111756   current 14668.827097   old_charge 366753011   old_soc 99.999985   new_charge 17155586   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366787435   old_soc 99.999985   new_charge 17157150   new_soc 99.999999
interval 0.106618   current 14668.827097   old_charge 366788998   old_soc 99.999985   new_charge 17189993   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366821840   old_soc 99.999985   new_charge 17191557   new_soc 99.999999
interval 0.052150   current 14668.827097   old_charge 366823403   old_soc 99.999985   new_charge 17207621   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 366839467   old_soc 99.999985   new_charge 17209143   new_soc 99.999999
interval 0.008932   current 14668.827097   old_charge 366840989   old_soc 99.999985   new_charge 17211895   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366843740   old_soc 99.999985   new_charge 17213458   new_soc 99.999999
interval 0.070042   current 14668.827097   old_charge 366845304   old_soc 99.999985   new_charge 17235034   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366866879   old_soc 99.999985   new_charge 17236598   new_soc 99.999999
interval 0.034232   current 14668.827097   old_charge 366868442   old_soc 99.999985   new_charge 17247143   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366878987   old_soc 99.999985   new_charge 17248707   new_soc 99.999999
interval 0.088896   current 14668.827097   old_charge 366880550   old_soc 99.999985   new_charge 17276091   new_soc 99.999999
interval 0.004942   current 14668.827097   old_charge 366907933   old_soc 99.999985   new_charge 17277613   new_soc 99.999999
interval 0.011822   current 14668.827097   old_charge 366909455   old_soc 99.999985   new_charge 17281255   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366913097   old_soc 99.999985   new_charge 17282818   new_soc 99.999999
interval 0.018044   current 14668.827097   old_charge 366914660   old_soc 99.999985   new_charge 17288377   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366920218   old_soc 99.999985   new_charge 17289940   new_soc 99.999999
interval 0.080036   current 14668.827097   old_charge 366921782   old_soc 99.999985   new_charge 17314595   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366946435   old_soc 99.999985   new_charge 17316159   new_soc 99.999999
interval 0.020562   current 14668.827097   old_charge 366947999   old_soc 99.999985   new_charge 17322493   new_soc 99.999999
interval 0.005076   current 14668.827097   old_charge 366954333   old_soc 99.999985   new_charge 17324057   new_soc 99.999999
interval 0.049138   current 14668.827097   old_charge 366955896   old_soc 99.999985   new_charge 17339193   new_soc 99.999999
