interval 0.004942   current 14668.827097   old_charge 447341699   old_soc 99.999982   new_charge 98822831   new_soc 99.999996
interval 0.021168   current 14668.827097   old_charge 447343221   old_soc 99.999982   new_charge 98829342   new_soc 99.999996
interval 35.478797   current 24.990176   old_charge 447349741   old_soc 99.999982   new_charge 98847830   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447367639   old_soc 99.999982   new_charge 98849522   new_soc 99.999996
interval 0.015220   current 14668.827097   old_charge 447369161   old_soc 99.999982   new_charge 98854194   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 447373849   old_soc 99.999982   new_charge 98855857   new_soc 99.999996
interval 0.025466   current 14668.827097   old_charge 447375382   old_soc 99.999982   new_charge 98863677   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447383226   old_soc 99.999982   new_charge 98865368   new_soc 99.999996
interval 0.063520   current 14668.827097   old_charge 447384749   old_soc 99.999982   new_charge 98884932   new_soc 99.999996
interval 114.349566   current 24.990176   old_charge 447404314   old_soc 99.999982   new_charge 98944517   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447461999   old_soc 99.999982   new_charge 98946210   new_soc 99.999996
interval 0.021758   current 14668.827097   old_charge 447463522   old_soc 99.999982   new_charge 98952936   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447470224   old_soc 99.999982   new_charge 98954628   new_soc 99.999996
interval 0.034858   current 14668.827097   old_charge 447471746   old_soc 99.999982   new_charge 98965366   new_soc 99.999996
interval 50.797620   current 24.990176   old_charge 447482483   old_soc 99.999982   new_charge 98991836   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447508108   old_soc 99.999982   new_charge 98993528   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 447509631   old_soc 99.999982   new_charge 98998794   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447514939   old_soc 99.999982   new_charge 99000486   new_soc 99.999996
interval 0.032220   current 14668.827097   old_charge 447516461   old_soc 99.999982   new_charge 99010426   new_soc 99.999996
interval 57.927033   current 24.990176   old_charge 447526386   old_soc 99.999982   new_charge 99040611   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447555608   old_soc 99.999982   new_charge 99042303   new_soc 99.999996
interval 0.015220   current 14668.827097   old_charge 447557130   old_soc 99.999982   new_charge 99046975   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 447561818   old_soc 99.999982   new_charge 99048639   new_soc 99.999996
interval 0.174176   current 14668.827097   old_charge 447563351   old_soc 99.999982   new_charge 99102293   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447617001   old_soc 99.999982   new_charge 99103985   new_soc 99.999996
interval 0.051356   current 14668.827097   old_charge 447618524   old_soc 99.999982   new_charge 99119805   new_soc 99.999996
interval 142.143742   current 24.990176   old_charge 447634343   old_soc 99.999982   new_charge 99193872   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447706047   old_soc 99.999982   new_charge 99195565   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 447707569   old_soc 99.999982   new_charge 99200806   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447712810   old_soc 99.999982   new_charge 99202499   new_soc 99.999996
interval 0.115104   current 14668.827097   old_charge 447714332   old_soc 99.999982   new_charge 99237951   new_soc 99.999996
interval 198.674109   current 24.990176   old_charge 447749787   old_soc 99.999982   new_charge 99341474   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447850008   old_soc 99.999982   new_charge 99343167   new_soc 99.999996
interval 0.011888   current 14668.827097   old_charge 447851530   old_soc 99.999982   new_charge 99346833   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447855192   old_soc 99.999982   new_charge 99348526   new_soc 99.999996
interval 0.102884   current 14668.827097   old_charge 447856714   old_soc 99.999982   new_charge 99380218   new_soc 99.999996
interval 178.646817   current 24.990176   old_charge 447888405   old_soc 99.999982   new_charge 99473304   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 447978521   old_soc 99.999982   new_charge 99474997   new_soc 99.999996
interval 0.015300   current 14668.827097   old_charge 447980044   old_soc 99.999982   new_charge 99479758   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 447984756   old_soc 99.999982   new_charge 99481422   new_soc 99.999996
interval 0.241426   current 14668.827097   old_charge 447986289   old_soc 99.999982   new_charge 99555795   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448060654   old_soc 99.999982   new_charge 99557488   new_soc 99.999996
interval 0.012580   current 14668.827097   old_charge 448062177   old_soc 99.999982   new_charge 99561432   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448066052   old_soc 99.999982   new_charge 99563125   new_soc 99.999996
interval 0.011998   current 14668.827097   old_charge 448067574   old_soc 99.999982   new_charge 99566779   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 448071270   old_soc 99.999982   new_charge 99568444   new_soc 99.999996
interval 0.012438   current 14668.827097   old_charge 448072802   old_soc 99.999982   new_charge 99572274   new_soc 99.999996
interval 0.005086   current 14668.827097   old_charge 448076633   old_soc 99.999982   new_charge 99573882   new_soc 99.999996
interval 0.015518   current 14668.827097   old_charge 448078200   old_soc 99.999982   new_charge 99578658   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448082980   old_soc 99.999982   new_charge 99580351   new_soc 99.999996
interval 0.011946   current 14668.827097   old_charge 448084502   old_soc 99.999982   new_charge 99583955   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 448088182   old_soc 99.999982   new_charge 99585620   new_soc 99.999996
interval 0.012292   current 14668.827097   old_charge 448089715   old_soc 99.999982   new_charge 99589405   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448093501   old_soc 99.999982   new_charge 99591098   new_soc 99.999996
interval 0.012000   current 14668.827097   old_charge 448095023   old_soc 99.999982   new_charge 99594795   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 448098719   old_soc 99.999982   new_charge 99596460   new_soc 99.999996
interval 0.011858   current 14668.827097   old_charge 448100252   old_soc 99.999982   new_charge 99600160   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448103905   old_soc 99.999982   new_charge 99601854   new_soc 99.999996
interval 0.011950   current 14668.827097   old_charge 448105427   old_soc 99.999982   new_charge 99605541   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448109108   old_soc 99.999982   new_charge 99607069   new_soc 99.999996
interval 0.011914   current 14668.827097   old_charge 448110671   old_soc 99.999982   new_charge 99610665   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448114341   old_soc 99.999982   new_charge 99612358   new_soc 99.999996
interval 0.011878   current 14668.827097   old_charge 448115864   old_soc 99.999982   new_charge 99616082   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448119522   old_soc 99.999982   new_charge 99617611   new_soc 99.999996
interval 0.012086   current 14668.827097   old_charge 448121086   old_soc 99.999982   new_charge 99621337   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448124809   old_soc 99.999982   new_charge 99622865   new_soc 99.999996
interval 0.011934   current 14668.827097   old_charge 448126372   old_soc 99.999982   new_charge 99626477   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448130048   old_soc 99.999982   new_charge 99628005   new_soc 99.999996
interval 0.011934   current 14668.827097   old_charge 448131612   old_soc 99.999982   new_charge 99631616   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448135288   old_soc 99.999982   new_charge 99633310   new_soc 99.999996
interval 0.011878   current 14668.827097   old_charge 448136810   old_soc 99.999982   new_charge 99637034   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448140469   old_soc 99.999982   new_charge 99638562   new_soc 99.999996
interval 0.011914   current 14668.827097   old_charge 448142032   old_soc 99.999982   new_charge 99642158   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448145702   old_soc 99.999982   new_charge 99643686   new_soc 99.999996
interval 0.066952   current 14668.827097   old_charge 448147265   old_soc 99.999982   new_charge 99664319   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448167888   old_soc 99.999982   new_charge 99666013   new_soc 99.999996
interval 0.006320   current 14668.827097   old_charge 448169411   old_soc 99.999982   new_charge 99667964   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448171357   old_soc 99.999982   new_charge 99669492   new_soc 99.999996
interval 0.011822   current 14668.827097   old_charge 448172921   old_soc 99.999982   new_charge 99673133   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448176562   old_soc 99.999981   new_charge 99674662   new_soc 99.999996
interval 0.011694   current 14668.827097   old_charge 448178126   old_soc 99.999981   new_charge 99678254   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448181728   old_soc 99.999981   new_charge 99679783   new_soc 99.999996
interval 0.047180   current 14668.827097   old_charge 448183291   old_soc 99.999981   new_charge 99694320   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448197824   old_soc 99.999981   new_charge 99695848   new_soc 99.999996
interval 0.038304   current 14668.827097   old_charge 448199388   old_soc 99.999981   new_charge 99707643   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448211186   old_soc 99.999981   new_charge 99709336   new_soc 99.999996
interval 0.012042   current 14668.827097   old_charge 448212708   old_soc 99.999981   new_charge 99712995   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448216418   old_soc 99.999981   new_charge 99714524   new_soc 99.999996
interval 0.011772   current 14668.827097   old_charge 448217981   old_soc 99.999981   new_charge 99718201   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448221607   old_soc 99.999981   new_charge 99719729   new_soc 99.999996
interval 0.023338   current 14668.827097   old_charge 448223171   old_soc 99.999981   new_charge 99726905   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448230360   old_soc 99.999981   new_charge 99728434   new_soc 99.999996
interval 0.018990   current 14668.827097   old_charge 448231923   old_soc 99.999981   new_charge 99734290   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 448237772   old_soc 99.999981   new_charge 99735819   new_soc 99.999996
interval 0.589974   current 14668.827097   old_charge 448239336   old_soc 99.999981   new_charge 99917555   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448421063   old_soc 99.999981   new_charge 99919250   new_soc 99.999996
interval 0.088504   current 14668.827097   old_charge 448422585   old_soc 99.999981   new_charge 99946522   new_soc 99.999996
interval 450.671180   current 24.990176   old_charge 448449846   old_soc 99.999981   new_charge 100181337   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448677170   old_soc 99.999981   new_charge 100183031   new_soc 99.999996
interval 0.017064   current 14668.827097   old_charge 448678692   old_soc 99.999981   new_charge 100188244   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448683948   old_soc 99.999981   new_charge 100189938   new_soc 99.999996
interval 0.111366   current 14668.827097   old_charge 448685471   old_soc 99.999981   new_charge 100224238   new_soc 99.999996
interval 199.794844   current 24.990176   old_charge 448719774   old_soc 99.999981   new_charge 100328335   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448820551   old_soc 99.999981   new_charge 100330030   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 448822073   old_soc 99.999981   new_charge 100335296   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448827382   old_soc 99.999981   new_charge 100336991   new_soc 99.999996
interval 0.112540   current 14668.827097   old_charge 448828904   old_soc 99.999981   new_charge 100371657   new_soc 99.999996
interval 199.015643   current 24.990176   old_charge 448863569   old_soc 99.999981   new_charge 100475348   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448963952   old_soc 99.999981   new_charge 100477043   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 448965474   old_soc 99.999981   new_charge 100482285   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 448970715   old_soc 99.999981   new_charge 100483980   new_soc 99.999996
interval 0.115080   current 14668.827097   old_charge 448972237   old_soc 99.999981   new_charge 100519437   new_soc 99.999996
interval 210.054193   current 24.990176   old_charge 449007685   old_soc 99.999981   new_charge 100628877   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449113634   old_soc 99.999981   new_charge 100630572   new_soc 99.999996
interval 0.021512   current 14668.827097   old_charge 449115156   old_soc 99.999981   new_charge 100637238   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449121782   old_soc 99.999981   new_charge 100638934   new_soc 99.999996
interval 0.106646   current 14668.827097   old_charge 449123305   old_soc 99.999981   new_charge 100671793   new_soc 99.999996
interval 201.253328   current 24.990176   old_charge 449156154   old_soc 99.999981   new_charge 100776647   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449257663   old_soc 99.999981   new_charge 100778343   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 449259185   old_soc 99.999981   new_charge 100783585   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449264426   old_soc 99.999981   new_charge 100785280   new_soc 99.999996
interval 0.028770   current 14668.827097   old_charge 449265948   old_soc 99.999981   new_charge 100794127   new_soc 99.999996
interval 58.355653   current 24.990176   old_charge 449274810   old_soc 99.999981   new_charge 100824530   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449304243   old_soc 99.999981   new_charge 100826197   new_soc 99.999996
interval 0.010406   current 14668.827097   old_charge 449305776   old_soc 99.999981   new_charge 100829312   new_soc 99.999996
interval 0.010254   current 14668.827097   old_charge 449308981   old_soc 99.999981   new_charge 100832533   new_soc 99.999996
interval 0.009926   current 14668.827097   old_charge 449312140   old_soc 99.999981   new_charge 100835673   new_soc 99.999996
interval 0.278148   current 14668.827097   old_charge 449315197   old_soc 99.999981   new_charge 100921352   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449400874   old_soc 99.999981   new_charge 100923048   new_soc 99.999996
interval 0.012192   current 14668.827097   old_charge 449402396   old_soc 99.999981   new_charge 100926828   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449406152   old_soc 99.999981   new_charge 100928495   new_soc 99.999996
interval 0.035788   current 14668.827097   old_charge 449407684   old_soc 99.999981   new_charge 100939538   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449418708   old_soc 99.999981   new_charge 100941234   new_soc 99.999996
interval 0.012514   current 14668.827097   old_charge 449420230   old_soc 99.999981   new_charge 100945084   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449424085   old_soc 99.999981   new_charge 100946751   new_soc 99.999996
interval 0.012166   current 14668.827097   old_charge 449425618   old_soc 99.999981   new_charge 100950546   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449429365   old_soc 99.999981   new_charge 100952242   new_soc 99.999996
interval 0.056326   current 14668.827097   old_charge 449430887   old_soc 99.999981   new_charge 100969590   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449448237   old_soc 99.999981   new_charge 100971257   new_soc 99.999996
interval 0.668246   current 14668.827097   old_charge 449449770   old_soc 99.999981   new_charge 101177104   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449655606   old_soc 99.999981   new_charge 101178801   new_soc 99.999996
interval 0.011646   current 14668.827097   old_charge 449657129   old_soc 99.999981   new_charge 101182433   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449660716   old_soc 99.999981   new_charge 101184100   new_soc 99.999996
interval 0.016776   current 14668.827097   old_charge 449662248   old_soc 99.999981   new_charge 101189298   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449667416   old_soc 99.999981   new_charge 101190995   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 449668938   old_soc 99.999981   new_charge 101194505   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449672523   old_soc 99.999981   new_charge 101196172   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 449674056   old_soc 99.999981   new_charge 101199839   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449677650   old_soc 99.999981   new_charge 101201536   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 449679172   old_soc 99.999981   new_charge 101205046   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449682757   old_soc 99.999981   new_charge 101206713   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 449684290   old_soc 99.999981   new_charge 101210379   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449687884   old_soc 99.999981   new_charge 101212076   new_soc 99.999996
interval 0.018782   current 14668.827097   old_charge 449689406   old_soc 99.999981   new_charge 101217905   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 449695191   old_soc 99.999981   new_charge 101219572   new_soc 99.999996
interval 0.111468   current 14668.827097   old_charge 449696724   old_soc 99.999981   new_charge 101253914   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 449731059   old_soc 99.999981   new_charge 101255611   new_soc 99.999996
interval 0.056882   current 14668.827097   old_charge 449732581   old_soc 99.999981   new_charge 101273131   new_soc 99.999996
interval 658.459660   current 24.990176   old_charge 449750102   old_soc 99.999981   new_charge 101616169   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450082197   old_soc 99.999981   new_charge 101617867   new_soc 99.999996
interval 0.017284   current 14668.827097   old_charge 450083719   old_soc 99.999981   new_charge 101623188   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450089043   old_soc 99.999981   new_charge 101624885   new_soc 99.999996
interval 0.114496   current 14668.827097   old_charge 450090565   old_soc 99.999981   new_charge 101660164   new_soc 99.999996
interval 201.041653   current 24.990176   old_charge 450125833   old_soc 99.999981   new_charge 101764898   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450227226   old_soc 99.999981   new_charge 101766596   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 450228748   old_soc 99.999981   new_charge 101771838   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450233989   old_soc 99.999981   new_charge 101773536   new_soc 99.999996
interval 0.112540   current 14668.827097   old_charge 450235511   old_soc 99.999981   new_charge 101808203   new_soc 99.999996
interval 198.811471   current 24.990176   old_charge 450270176   old_soc 99.999981   new_charge 101911774   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450370444   old_soc 99.999981   new_charge 101913472   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 450371966   old_soc 99.999981   new_charge 101918736   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450377274   old_soc 99.999981   new_charge 101920435   new_soc 99.999996
interval 0.112794   current 14668.827097   old_charge 450378797   old_soc 99.999981   new_charge 101955178   new_soc 99.999996
interval 239.626008   current 24.990176   old_charge 450413540   old_soc 99.999981   new_charge 102080010   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450534390   old_soc 99.999981   new_charge 102081709   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 450535912   old_soc 99.999981   new_charge 102086950   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450541153   old_soc 99.999981   new_charge 102088649   new_soc 99.999996
interval 0.114904   current 14668.827097   old_charge 450542675   old_soc 99.999981   new_charge 102124044   new_soc 99.999996
interval 199.895352   current 24.990176   old_charge 450578068   old_soc 99.999981   new_charge 102228176   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450678879   old_soc 99.999981   new_charge 102229875   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 450680401   old_soc 99.999981   new_charge 102235140   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 450685710   old_soc 99.999981   new_charge 102236839   new_soc 99.999996
interval 0.045398   current 14668.827097   old_charge 450687232   old_soc 99.999981   new_charge 102250826   new_soc 99.999996
interval 81.168493   current 24.990176   old_charge 450701216   old_soc 99.999981   new_charge 102293109   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 450742150   old_soc 99.999981   new_charge 102294778   new_soc 99.999996
interval 0.010356   current 14668.827097   old_charge 450743683   old_soc 99.999981   new_charge 102297966   new_soc 99.999996
interval 0.010254   current 14668.827097   old_charge 450746873   old_soc 99.999981   new_charge 102301188   new_soc 99.999996
interval 0.004580   current 14668.827097   old_charge 450750032   old_soc 99.999981   new_charge 102302580   new_soc 99.999996
interval 0.807734   current 14668.827097   old_charge 450751442   old_soc 99.999981   new_charge 102551395   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451000244   old_soc 99.999981   new_charge 102553095   new_soc 99.999996
interval 0.018594   current 14668.827097   old_charge 451001767   old_soc 99.999981   new_charge 102558783   new_soc 99.999996
interval 157.884752   current 24.990176   old_charge 451007494   old_soc 99.999981   new_charge 102641028   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451087115   old_soc 99.999981   new_charge 102642727   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 451088638   old_soc 99.999981   new_charge 102647969   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451093878   old_soc 99.999981   new_charge 102649669   new_soc 99.999996
interval 0.114030   current 14668.827097   old_charge 451095401   old_soc 99.999981   new_charge 102684788   new_soc 99.999996
interval 214.457041   current 24.990176   old_charge 451130525   old_soc 99.999981   new_charge 102796501   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451238674   old_soc 99.999981   new_charge 102798201   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 451240196   old_soc 99.999981   new_charge 102803465   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451245505   old_soc 99.999981   new_charge 102805165   new_soc 99.999996
interval 0.110848   current 14668.827097   old_charge 451247027   old_soc 99.999981   new_charge 102839310   new_soc 99.999996
interval 207.887420   current 24.990176   old_charge 451281171   old_soc 99.999981   new_charge 102947599   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451386006   old_soc 99.999981   new_charge 102949300   new_soc 99.999996
interval 0.017512   current 14668.827097   old_charge 451387528   old_soc 99.999981   new_charge 102954653   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451392923   old_soc 99.999981   new_charge 102956353   new_soc 99.999996
interval 0.085568   current 14668.827097   old_charge 451394445   old_soc 99.999981   new_charge 102982708   new_soc 99.999996
interval 237.312798   current 24.990176   old_charge 451420802   old_soc 99.999981   new_charge 103106324   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451540474   old_soc 99.999981   new_charge 103108025   new_soc 99.999996
interval 0.062304   current 14668.827097   old_charge 451541996   old_soc 99.999981   new_charge 103127206   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451561188   old_soc 99.999981   new_charge 103128906   new_soc 99.999996
interval 0.023806   current 14668.827097   old_charge 451562710   old_soc 99.999981   new_charge 103136239   new_soc 99.999996
interval 50.218963   current 24.990176   old_charge 451570043   old_soc 99.999981   new_charge 103162398   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451595367   old_soc 99.999981   new_charge 103164099   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 451596889   old_soc 99.999981   new_charge 103169363   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451602198   old_soc 99.999981   new_charge 103171063   new_soc 99.999996
interval 0.114736   current 14668.827097   old_charge 451603720   old_soc 99.999981   new_charge 103206407   new_soc 99.999996
interval 210.299440   current 24.990176   old_charge 451639062   old_soc 99.999981   new_charge 103315949   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451745110   old_soc 99.999981   new_charge 103317650   new_soc 99.999996
interval 0.017064   current 14668.827097   old_charge 451746632   old_soc 99.999981   new_charge 103322861   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 451751888   old_soc 99.999981   new_charge 103324562   new_soc 99.999996
interval 0.028308   current 14668.827097   old_charge 451753410   old_soc 99.999981   new_charge 103333291   new_soc 99.999996
interval 49.201268   current 24.990176   old_charge 451762130   old_soc 99.999981   new_charge 103358919   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 451786940   old_soc 99.999981   new_charge 103360590   new_soc 99.999996
interval 0.010356   current 14668.827097   old_charge 451788473   old_soc 99.999981   new_charge 103363778   new_soc 99.999996
interval 0.010254   current 14668.827097   old_charge 451791663   old_soc 99.999981   new_charge 103367001   new_soc 99.999996
interval 0.004580   current 14668.827097   old_charge 451794822   old_soc 99.999981   new_charge 103368393   new_soc 99.999996
interval 0.817034   current 14668.827097   old_charge 451796232   old_soc 99.999981   new_charge 103620072   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452047899   old_soc 99.999981   new_charge 103621774   new_soc 99.999996
interval 0.024224   current 14668.827097   old_charge 452049421   old_soc 99.999981   new_charge 103629214   new_soc 99.999996
interval 189.101300   current 24.990176   old_charge 452056883   old_soc 99.999981   new_charge 103727711   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452152238   old_soc 99.999981   new_charge 103729413   new_soc 99.999996
interval 0.019798   current 14668.827097   old_charge 452153760   old_soc 99.999981   new_charge 103735498   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452159858   old_soc 99.999981   new_charge 103737200   new_soc 99.999996
interval 0.111416   current 14668.827097   old_charge 452161381   old_soc 99.999981   new_charge 103771525   new_soc 99.999996
interval 210.002398   current 24.990176   old_charge 452195699   old_soc 99.999981   new_charge 103880907   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452301592   old_soc 99.999981   new_charge 103882610   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 452303115   old_soc 99.999981   new_charge 103887852   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452308355   old_soc 99.999981   new_charge 103889554   new_soc 99.999996
interval 0.112272   current 14668.827097   old_charge 452309878   old_soc 99.999981   new_charge 103924138   new_soc 99.999996
interval 210.800726   current 24.990176   old_charge 452344460   old_soc 99.999981   new_charge 104033934   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452450754   old_soc 99.999981   new_charge 104035637   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 452452277   old_soc 99.999981   new_charge 104040900   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452457585   old_soc 99.999981   new_charge 104042603   new_soc 99.999996
interval 0.113968   current 14668.827097   old_charge 452459107   old_soc 99.999981   new_charge 104077701   new_soc 99.999996
interval 198.803397   current 24.990176   old_charge 452494212   old_soc 99.999981   new_charge 104181247   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452594456   old_soc 99.999981   new_charge 104182950   new_soc 99.999996
interval 0.017064   current 14668.827097   old_charge 452595978   old_soc 99.999981   new_charge 104188160   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452601234   old_soc 99.999981   new_charge 104189863   new_soc 99.999996
interval 0.115166   current 14668.827097   old_charge 452602756   old_soc 99.999981   new_charge 104225346   new_soc 99.999996
interval 200.839478   current 24.990176   old_charge 452638230   old_soc 99.999981   new_charge 104329951   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452739499   old_soc 99.999981   new_charge 104331654   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 452741021   old_soc 99.999981   new_charge 104336918   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452746330   old_soc 99.999981   new_charge 104338621   new_soc 99.999996
interval 0.083224   current 14668.827097   old_charge 452747852   old_soc 99.999981   new_charge 104364256   new_soc 99.999996
interval 149.036439   current 24.990176   old_charge 452773487   old_soc 99.999981   new_charge 104441880   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 452848634   old_soc 99.999981   new_charge 104443552   new_soc 99.999996
interval 0.010356   current 14668.827097   old_charge 452850167   old_soc 99.999981   new_charge 104446740   new_soc 99.999996
interval 0.004908   current 14668.827097   old_charge 452853357   old_soc 99.999981   new_charge 104448267   new_soc 99.999996
interval 0.004580   current 14668.827097   old_charge 452854869   old_soc 99.999981   new_charge 104449658   new_soc 99.999996
